loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_model_preparation_time,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
4.6941943359375,7.626655578613281,1.9600000000000002e-05,0.08,50,,,,,,,,,,,
4.4314892578125,6.249217987060547,3.960000000000001e-05,0.16,100,,,,,,,,,,,
3.824072265625,6.5669403076171875,4.994387393067117e-05,0.24,150,,,,,,,,,,,
3.13765380859375,6.5895915031433105,4.946810962631916e-05,0.32,200,,,,,,,,,,,
2.3741070556640627,6.001670837402344,4.851610140015304e-05,0.4,250,,,,,,,,,,,
1.82625,5.997706413269043,4.710637900940181e-05,0.48,300,,,,,,,,,,,
1.4054495239257812,4.836512088775635,4.5266381096866e-05,0.56,350,,,,,,,,,,,
1.0802023315429687,4.292962074279785,4.303192112894652e-05,0.64,400,,,,,,,,,,,
0.8484230041503906,3.508690595626831,4.044649032725836e-05,0.72,450,,,,,,,,,,,
0.6708784484863282,3.4719574451446533,3.7560411161472456e-05,0.8,500,,,,,,,,,,,
0.5365325164794922,3.8719167709350586,3.442985787968442e-05,0.88,550,,,,,,,,,,,
0.46412322998046873,6.061627388000488,3.111576314057268e-05,0.96,600,,,,,,,,,,,
,,,1.0,625,0.5593767166137695,0.0041,0.9365,2.2781,877.922,27.655,,,,,
0.39620494842529297,3.2312047481536865,2.7682632028507167e-05,1.04,650,,,,,,,,,,,
0.35957965850830076,4.0306291580200195,2.4197286535455464e-05,1.12,700,,,,,,,,,,,
0.3183900833129883,2.900681257247925,2.0727564946918087e-05,1.2,750,,,,,,,,,,,
0.3235030746459961,2.459540367126465,1.73410014468661e-05,1.28,800,,,,,,,,,,,
0.2996044158935547,3.140228509902954,1.4103511641669152e-05,1.3599999999999999,850,,,,,,,,,,,
0.30151756286621095,3.5823090076446533,1.107810958779531e-05,1.44,900,,,,,,,,,,,
0.24805179595947266,1.2899895906448364,8.323681294879394e-06,1.52,950,,,,,,,,,,,
0.2576300621032715,4.418891906738281,5.893838576527275e-06,1.6,1000,,,,,,,,,,,
0.2838462829589844,2.1921842098236084,3.835875557346552e-06,1.6800000000000002,1050,,,,,,,,,,,
0.24347665786743164,1.8992096185684204,2.189848146607348e-06,1.76,1100,,,,,,,,,,,
0.2776326179504395,1.9115879535675049,9.877943955312552e-07,1.8399999999999999,1150,,,,,,,,,,,
0.22466789245605467,3.4065778255462646,2.531109130671061e-07,1.92,1200,,,,,,,,,,,
0.24246578216552733,2.341858148574829,9.747751098521107e-11,2.0,1250,,,,,,,,,,,
,,,2.0,1250,0.37296760082244873,0.0041,0.9415,2.259,885.358,27.889,,,,,
,,,2.0,1250,,,,,,,69.7626,286.687,17.918,1.56058080804864e+18,1.1627978645324708
,,,2.0,1250,0.37296760082244873,0.0041,0.9415,2.2804,877.022,27.626,,,,,
,,,2.0,1250,0.37296760082244873,0.0041,0.9415,2.2701,881.01,27.752,,,,,
,,,2.0,1250,0.37296760082244873,0.0041,0.9415,2.26,884.959,27.876,,,,,
